Title,Year,Language,Day1_collection_cr,Production Company,Release Date,Genre,Director,Runtime (min),trailer_title,channel_name,video_id,published_at,viewCount,likeCount,commentCount,comments_collected,avg_sentiment,median_sentiment,Production_House_Score_Raw,Production_House_Score,Director_Score_Raw,Director_Score
Julie 2,2017,Hindi,1.4,Vijaya Films,24-11-2017,"Drama, Romance, Thriller",Sethumadhavan,137,5DrKdVgeIo8,"Julie 2 | Theatrical Trailer | Pahlaj Nihalani | Raai Laxmi, Ravi Kishen, Deepak Shivdasani",Sony music Bharat,2017-11-28,58125,154,1,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Uunchai,2022,Hindi,1.81,"Rajshri Productions Pvt Ltd, Mahaveer Jain Films, Boundless Media",11-11-2022,"Family, Drama",Sooraj Barjatya,169,nS5xqazKipA,"Uunchai - Official Trailer | Amitabh Bachchan, Anupam Kher, Boman Irani",YRF,2022-11-03,3917782,70076,1269,50,0.5321,0.6309,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Afwaah,2023,Hindi,0.3,"T-Series Super Cassettes Industries Ltd., Benaras Media Works Production, Anubhav Sinha Productions Pvt Ltd",05-05-2023,Drama,Sudhir Mishra,126,0drCO1XmlNU,Afwaah Official Trailer | Nawazuddin | Bhumi | Sumeet | Sudhir M | Anubhav S | In Cinemas 5th May,T-Series,2023-04-19,5378653,91456,2832,50,0.5903,0.8243,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Doctor G,2022,Hindi,3.87,Junglee Pictures,14-10-2022,"Drama, Comedy",Anubhuti Kashyap,124,hY_e3BhFYBw,"Doctor G | Official Trailer | Ayushmann Khurrana, Rakul Preet Singh, Shefali Shah | Netflix India",Netflix India,2022-12-09,4008292,39197,590,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
G Kutta Se,2017,Hindi,0.03,SFE International,16-06-2017,"Drama, Horror, Social",Rahul Dahiya,103,YVyeXwsvYJ0,Original Ragini | Chillum Haath Mein | G KUTTA SE,G Kutta Se,2017-06-03,1484015,11413,292,20,0.3377,0.4215,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Bunty Aur Babli 2,2021,Hindi,2.6,Yash Raj Films,19-11-2021,"Comedy, Crime",Varun V. Sharma,133,7tIeexlSBjA,"Luv Ju Song | Bunty Aur Babli 2 | Siddhant C, Sharvari | Arijit Singh | Shankar-Ehsaan-Loy | Amitabh",YRF,2021-11-01,40613058,278292,6801,50,0.4629,0.7161,19.490714285714287,100.0,8.663776988636364,15.630749131525878
Bombairiya,2019,Hindi,0.02,"Beautiful Bay Entertainment, Kreo Films",18-01-2019,Drama,Pia Sukanya,108,beXcTeJfyiw,BOMBAIRIYA-One Mad Day in Mumbai Official Trailer Launch| Best New Film Trailers|#BollywoodHappening,JoinFilms,2018-11-29,4568,74,17,15,0.4372,0.4215,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Shivaay,2016,Hindi,10.24,"Ajay Devgn Films, Eros International",28-10-2016,"Drama, Action",Ajay Devgn,172,CBqdVosM4gU,BOLO HAR HAR HAR  Video Song |  SHIVAAY Title Song |  Ajay Devgn |  Mithoon Badshah | T-Series,T-Series,2016-09-13,261011389,1666984,3779,50,0.3666,0.41,1.8858333333333333,0.0,8.663776988636364,15.630749131525878
Kalank,2019,Hindi,21.6,"Nadiadwala Grandson Entertainment, Dharma Productions, Fox Star Studios",17-04-2019,"Drama, Period, Romance",Abhishek Varman,168,2ZaT6xswCO0,KALANK | Official Trailer | Varun | Aditya Roy | Sanjay | Alia | Sonakshi | Madhuri,Bollywood Pictures,2019-03-19,284,1,0,0,,,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
The Body,2019,Hindi,0.66,"Azure Entertainment, Viacom 18 Motion Pictures",13-12-2019,"Horror, Thriller",Jeethu Joseph,103,4f9jIdg4rTQ,"The Body | Official Trailer | Rishi Kapoor, Emraan Hashmi, Sobhita Dhulipala, Vedhika | 13th Dec",Viacom18 Studios,2019-11-15,36024844,260316,11158,50,0.436,0.59775,7.208999999999999,30.236879653234688,8.663776988636364,15.630749131525878
Befikre,2016,Hindi,10.36,Yash Raj Films,09-12-2016,"Comedy, Romance",Aditya Chopra,132,Ta5J2CVj5WE,Befikre Movie Official Trailer  |  Ranveer Singh  |  Vaani Kapoor  fun made,Official Movie trailor rockwithkaall,2016-07-18,479,0,0,0,,,19.490714285714287,100.0,8.663776988636364,15.630749131525878
Toolsidas Junior,2022,Hindi,0.01,"T-Series Super Cassettes Industries Ltd., Ashutosh Gowariker Productions",04-03-2022,"Sports, Drama",Mridul,130,tV6aF2WOsVU,"Toolsidas Junior (Trailer) | Varun B, Sanjay Dutt, Rajiv K | Mridul, Swanand K, Ashutosh G,Bhushan K",T-Series,2022-02-19,15451139,125037,2048,50,0.5149,0.7336,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Student of the Year 2,2019,Hindi,12.06,"Dharma Productions, Fox Star Studios",10-05-2019,"Romance, Action, Drama",Punit Malhotra,145,zuaLWHiRXkg,Hook Up Song -  Student Of The Year 2 | Tiger Shroff & Alia | Vishal and Shekhar |Neha Kakkar|Kumaar,Zee Music Company,2019-04-30,558501524,2976522,86725,50,0.5992,0.7424,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
Sanju,2018,Hindi,34.75,"Vidhu Vinod Chopra Productions, Rajkumar Hirani Films, Fox Star Studios",29-06-2018,"Biographical, Drama",Rajkumar Hirani,155,1J76wN0TPI4,Sanju | Official Trailer | Ranbir Kapoor | Rajkumar Hirani | Releasing on 29th June,Star Studios,2018-05-30,79068723,1051534,78497,50,0.5668,0.68385,10.703333333333335,50.0855417531664,8.663776988636364,15.630749131525878
Sajini Shinde Ka Viral Video,2023,Hindi,0.06,Maddock Films,27-10-2023,"Suspense, Thriller",Mikhil Musale,116,AM0JataRut4,SAJINI SHINDE KA VIRAL VIDEO FULL HD HINDI MOVIE #1millionviews #MOVIE #like #subscribetomychannel,rmdv_editz,2024-01-08,306517,3700,251,0,,,12.235454545454546,58.78836238720199,8.663776988636364,15.630749131525878
83,2021,Hindi,12.64,"Nadiadwala Grandson Entertainment, Reliance Entertainment, Phantom Films, KA Productions, Kabir Khan Films, 83 Film Ltd, Vibri Media",24-12-2021,"Biographical, Sports",Kabir Khan,162,QHdkC6Kn0Io,83 | Official Trailer | Hindi | Ranveer Singh | Kabir Khan | IN CINEMAS 24TH DEC,RelianceEntertainment,2021-11-30,83904761,1569551,52642,50,0.6013,0.7184,13.258666666666667,64.60045577187063,12.68,24.960315923961442
Kaagaz,2021,Hindi,0.005,"Salman Khan Films, The Satish Kaushik Entertainment",07-01-2021,"Social, Drama",Satish Kaushik,109,6DqSLijSY9I,"Kaagaz Movie Trailer | Pankaj Tripathi, Satish Kaushik | A ZEE5 Original Film | Streaming on ZEE5",ZEE5,2020-12-24,13124750,267630,8967,50,0.6148,0.7964,14.193125,69.90840608326965,8.663776988636364,15.630749131525878
Maassab,2021,Hindi,0.04,Purushottam Studios,26-02-2021,"Social, Drama",Aditya Om,0,zZ8X1QtjTkU,Maassab Full HD Movie | Sheetal Singh | Shiva Suryavanshi | Chandrabhushan Singh | Aditya Om,ShemarooMe USA,2024-03-16,443929,6887,347,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Kissebaaz,2019,Hindi,0.14,"PVR Pictures, Experion Moviez",14-06-2019,"Drama, Action, Crime",Annant Jaaitpaal,123,ECpKQ8FzRpE,"Ã Â¤ÂÃ Â¤Â® Ã Â¤Â¸Ã Â¥Â Ã Â¤ÂÃ Â¤Â® Ã Â¥Â§Ã Â¥Â¨ Ã Â¤Â¸Ã Â¤Â¾Ã Â¤Â² Ã Â¤ÂÃ Â¥Â Ã Â¤Â²Ã Â¤Â¿Ã Â¤Â¯Ã Â¥Â Ã Â¤ÂÃ Â¤ÂÃ Â¤Â¦Ã Â¤Â° Ã Â¤ÂÃ Â¤Â¾Ã Â¤Â¯Ã Â¥ÂÃ Â¤ÂÃ Â¤Â¾ | Kissebaaz 2019 | Pankaj Tripathi, Evelyn Sharma |  Part 1",Rajshri,2022-01-01,10973031,46320,494,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Kahan Shuru Kahan Khatam,2024,Hindi,0.93,"Bhanushali Studios, Kathputli Creations",20-09-2024,"Romance, Drama",Saurabh Dasgupta,106,CaLFmah0xpc,"Kahan Shuru Kahan Khatam (Trailer) Dhvani B, Aashim G, Saurabh D, Laxman Utekar, Vinod B | Sept 20",Hitz Music,2024-08-23,12902657,119662,7041,50,0.4077,0.4665,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Jolly LLB 3,2025,Hindi,12.5,Star Studio,19-09-2025,"Comedy, Drama",Subhash Kapoor,157,v1FAaUxF0kg,Teaser | Akshay Kumar | Arshad Warsi | Subhash Kapoor | Jolly LLB 3 | In Cinemas 19th September,Star Studios,2025-08-12,36713014,424530,11874,50,0.5403,0.6933,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Ghayal: Once Again,2016,Hindi,7.2,"Sunny Sounds Pvt Ltd, Vijayta Films",05-02-2016,"Action, Drama",Sunny Deol,128,0UdxNxNArXU,Ghayal Once Again Official Trailer | Sunny Deol | 5th Feb 2016,Vijayta Films,2015-11-10,6880320,24522,1932,50,0.6567,0.78755,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Sandeep Aur Pinky Faraar,2021,Hindi,0.06,Yash Raj Films,19-03-2021,"Drama, Crime",Dibakar Banerjee,125,vHiLZkR6rSg,Sandeep Aur Pinky Faraar | Official Trailer | Arjun Kapoor | Parineeti Chopra | Dibakar Banerjee,YRF,2020-03-04,7741391,130759,7616,50,0.4847,0.6054,19.490714285714287,100.0,8.663776988636364,15.630749131525878
Project Marathwada,2016,Hindi,0.03,"Eagle Eye Entertainment, Wadia Productions",03-06-2016,Drama,Bhavin Wadia,102,fFmQv_E5K8s,"Project Marathwada Full Movie | Om Puri Superhit Movie | Seema Biswas,Dalip Tahil | Govind Namdev",ShemarooMe USA,2024-03-30,206830,1701,62,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Sikandar,2025,Hindi,0.5,Minerva Movietone,28-03-2025,"Action, Drama",Sohrab Modi,133,RouIzAuPGGU,"SIKANDAR Official Film Teaser - Salman Khan, Rashmika | Sajid Nadiadwala | A.R. Murugadoss | EID2025",NadiadwalaGrandson,2025-02-27,38983791,680110,56872,50,0.3934,0.6369,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Hukus Bukus,2023,Hindi,0.04,Shining Sun Studios,03-11-2023,"Social, Drama","Vinay Bhardwaj, Saumitra Singh",113,ftZhwoCbP5Y,HUKUS BUKUS 2023 Official Teaser| Arun Govil | Darsheel Safary | Article 370|,Shining Sun Studioss,2023-10-15,538033,2953,51,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Pride,2024,Hindi,0.005,Omaks Production,02-08-2024,"Action, Drama",Pankaj K.R. Virat,49,EmFA0KnSs6Q,[Official Trailer] State of Pride,YouTube Originals,2019-05-13,2360723,1749,42,31,0.3127,0.34,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
The Zoya Factor,2019,Hindi,0.7,"Adlabs Films Ltd, Fox Star Studios",20-09-2019,"Comedy, Sports",Abhishek Sharma,134,tz9TN7ixPW0,The Zoya Factor | Official Trailer | Sonam K Ahuja | Dulquer Salmaan | Dir: Abhishek Sharma | Sep 20,Star Studios,2019-08-29,23556312,293546,15977,50,0.5755,0.76575,10.703333333333335,50.0855417531664,6.016666666666667,9.481590460335283
Hume Tumse Pyaar Kitna,2019,Hindi,0.05,"Bora Bora Entertainment, Belvie Productions",05-07-2019,Romance,Lalit Mohan,151,iEqGMWRKqTE,"Official Trailer: HUME TUMSE PYAAR KITNA | Karanvir Bohra,Priya Banerjee,Sameer Kochar | Lalit Mohan",T-Series,2019-06-03,4843521,109179,5276,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Naam,2024,Hindi,0.08,"Snigdha Movies Pvt Ltd, Roongta Entertainment",22-11-2024,"Crime, Thriller",Anees Bazmee,136,vQW1zkuO3VM,Naam Official Trailer - Suriavelan | Stephen Zechariah | Ajmal | Suman,360 Entertainment Productions,2020-12-02,161809,5145,129,50,0.3226,0.3715,7.963697641509434,34.523745571560404,13.885,27.759495141120446
Mirzya,2016,Hindi,2.2,"Rakeysh Omprakash Mehra Pictures, Cinestaan Film Company Pvt. Ltd.",07-10-2016,Romance,Rakeysh Omprakash Mehra,129,pv9yYF5GrWg,MIRZYA Title Song | MIRZYA | Rakeysh Omprakash Mehra | Gulzar | Shankar Ehsaan Loy | T-Series,T-Series,2016-09-01,12859575,73125,2373,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Kisi Ka Bhai Kisi Ki Jaan,2023,Hindi,15.81,Salman Khan Films,21-04-2023,"Action, Comedy",Farhad Samji,144,bsi8_9EoYyg,"Kisi Ka Bhai Kisi Ki Jaan - Official Trailer | Salman Khan, Venkatesh D, Pooja Hegde | Farhad Samji",Salman Khan Films,2023-04-10,57855595,932274,68958,50,0.2899,0.64275,14.193125,69.90840608326965,15.186666666666667,30.7832281544001
Drishyam 2,2022,Hindi,15.38,"T-Series Super Cassettes Industries Ltd., Viacom 18 Motion Pictures, Panorama Studios",18-11-2022,"Crime, Thriller",Abhishek Pathak,142,0f-nd1uGsjQ,Drishyam 2 - Official Trailer (Malayalam) | Mohanlal | Jeethu Joseph | Amazon Original Movie| Feb 19,Prime Video India,2021-02-06,23195974,340482,66728,50,0.4174,0.5571,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Shaila,2025,Hindi,0.03,Riyom Films,28-02-2025,"Romance, Musical",Saki Shah,95,K_hyFjKhb00,"Silaa - Official Trailer | Harshavardhan Rane, Sadia Khateeb | Silaa Trailer | New Movie 2025",Next Frame Films,2025-07-04,147014,2283,62,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Global Baba,2016,Hindi,0.07,Vijay Arts,11-03-2016,Drama,Manoj Siddheshwari Tiwari,118,aeSLue2mjt4,Global Baba Hindi Movie | Sanjay Mishra | Pankaj Tripathi | Sandeepa Dhar | Bollywood Latest Movie,Shemaroo Movies,2022-05-22,7270004,53212,1733,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Ishq Click,2016,Hindi,0.05,Algol Films,22-07-2016,Drama,Anil Balani,138,b6ZfpWkCITk,Ishq Click,A.W.G movies,2017-12-14,106721,1496,64,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Rock On 2,2016,Hindi,2.02,"Excel Entertainment, Eros International",11-11-2016,"Drama, Musical",Shujaat Saudagar,139,lpHSNxRj27Q,Ã¢ÂÂRock On!! 2Ã¢ÂÂ Trailer,Nu Metro,2016-11-07,8990,50,0,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878
Dedh Lakh Ka Dulha,2022,Hindi,0.01,"KK Films Creations, APS Pictures",30-12-2022,Comedy,Abhay Pratap Singh,128,e1cx2lF_JpQ,"Dedh Lakh Ka Dulha  (Official Trailer) Akhilendra Mishra, Abhay Singh, Ishtiyaq Khan, Dhruv Chheda,",KK Music World,2022-12-12,128195,1191,64,50,0.3877,0.4215,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Tu Meri Poori Kahani,2025,Hindi,0.08,Indira Entertainment,26-09-2025,"Romance, Drama",Suhrita Das,138,7RNMPvBvcXc,"Tu Meri Poori Kahani Official Trailer | Mahesh Bhatt, Vikram B, Suhrita, Hirranya, Arhaan | 26 Sept",Saregama Music,2025-09-17,5330693,17869,967,50,0.5144,0.68995,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Pataakha,2018,Hindi,0.8,"KYTA Productions, Vishal Bhardwaj Pictures Pvt Ltd, B4U Motion Pictures",28-09-2018,"Action, Comedy, Drama",Vishal Bhardwaj,134,cDsfX4CK9EY,Pataakha | Official Trailer | Vishal Bhardwaj | Sanya Malhotra | Radhika Madan | Sunil Grover,B4U Motion Pictures,2018-08-14,19768635,190190,6756,50,0.5536,0.6529,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Goldfish,2023,Hindi,0.1,Splendid Films,01-09-2023,Drama,Pushan Kripalani,99,pbZu0rUaXqw,"Operation Gold Fish Theatrical Trailer || Aadi, Sasha Chettri, Nitya Naresh || Adivi Sai Kiran",Aditya Music,2019-10-07,785384,15759,492,50,0.5051,0.6369,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
7 Hours To Go,2016,Hindi,0.45,Krian Media,24-06-2016,"Crime, Action, Thriller",Saurabh Varma,115,ZmkoRZNlzQo,7 HOURS TO GO : OFFICIAL TRAILER,Krian Pictures,2016-05-25,1845178,2884,85,30,0.3104,0.43095,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Ladki: Dragon Girl,2022,Hindi,0.02,Artsee Media Production,15-07-2022,"Action, Romance",Ram Gopal Varma,133,0YSaUmmlZ2I,Enter The Girl Dragon Trailer 2 | RGV | India's First Martial Arts Film | Pooja Bhalekar,RGV,2019-12-13,5575878,85016,3527,50,0.3207,0.3612,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Judgementall Hai Kya,2019,Hindi,4.5,"Balaji Motion Pictures, Karma Media Entertainment",26-07-2019,"Action, Crime, Drama, Suspense, Thriller",Prakash Kovelamudi,121,BywLe4m2j2I,"Judgementall Hai Kya Official Trailer | Kangana Ranaut, Rajkummar Rao | 26th July 2019",balajimotionpictures,2019-07-02,27038114,368058,13719,50,0.5105,0.6124,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Bhediya,2022,Hindi,7.48,"Maddock Films, Jio Studios",24-11-2022,"Horror, Comedy",Amar Kaushik,156,d_BPlvbw_ok,Bhediya: Official Trailer 4K | Varun Dhawan | Kriti Sanon | Dinesh Vijan | Amar Kaushik | 25th Nov,Maddock Films,2022-10-19,59290016,672059,30008,50,0.4338,0.70935,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878
Pathaan,2023,Hindi,57.0,Yash Raj Films,25-01-2023,"Action, Thriller",Siddharth Anand,146,YxWlaYCA8MU,"Jhoome Jo Pathaan Song | Shah Rukh Khan, Deepika | Vishal & Sheykhar, Arijit Singh, Sukriti, Kumaar",YRF,2022-12-22,1189798304,7061306,250339,50,0.3041,0.53945,19.490714285714287,100.0,44.98333333333333,100.0
The Sky Is Pink,2019,Hindi,2.5,"RSVP, Roy Kapur Films, Purple Pebble Pictures",11-10-2019,"Family, Drama",Shonali Bose,149,OnBN5b48HBc,The Sky Is Pink | Official Trailer | Priyanka Chopra | Farhan Akhtar | Zaira Wasim | Netflix India,Netflix India,2019-12-11,796583,13323,237,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Bhool Bhulaiyaa 3,2024,Hindi,36.6,T-Series Super Cassettes Industries Ltd.,01-11-2024,"Horror, Comedy",Anees Bazmee,158,Cus-6cnyt1s,"Bhool Bhulaiyaa 3 - Title Track | Kartik A | Pitbull, Diljit, Neeraj S, Tanishk, Pritam | Bhushan K",T-Series,2024-10-16,128634109,1106593,63703,0,,,8.906391304347826,39.87847455489328,13.885,27.759495141120446
The Lady Killer,2023,Hindi,0.003,"T-Series Super Cassettes Industries Ltd., Karma Media Entertainment",03-11-2023,"Crime, Thriller",Ajay Bahl,125,w8F4yVGv1eA,"The Lady Killer (Full Movie): Arjun Kapoor, Bhumi Pednekar | Ajay Bahl | T-Series",T-Series,2024-09-02,5000306,52856,4858,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Monsoon Shootout,2017,Hindi,0.6,"DAR Motion Pictures, Sikhya Entertainment",14-11-2017,Thriller,Amit Kumar,88,cBrV9rPm62c,Monsoon Shootout | Official Interactive Trailer | Nawazuddin | Vijay | Releasing on 15th Dec,Sikhya Entertainment,2017-12-04,3593289,5781,294,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Vodka Diaries,2018,Hindi,0.3,"K'Scope Entertainment Pvt. Ltd, Vishalraj Films And Production Pvt. Ltd.",19-01-2018,Drama,Kushal Shrivastav,117,DHxnbfh1_8M,Vodka Diaries | Official Trailer | Kay Kay Menon | Raima Sen | Mandira Bedi | 19th January 2018,Vodka Diaries,2018-01-08,4204799,23995,1041,50,0.5428,0.71325,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Genius,2018,Hindi,0.65,"Soham Rockstar Entertainment, Anil Sharma Productions",24-08-2018,Drama,Anil Sharma,164,Yf2CzzkWYms,"Genius Official Trailer | Utkarsh Sharma, Ishita, Nawazuddin | Anil Sharma | Bollywood Movie 2018",Tips Official,2018-07-24,41083946,285596,13065,50,0.565,0.6369,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Rocket Gang,2022,Hindi,0.25,Zee Studios,11-11-2022,"Dance, Children",Bosco Martis,139,kqp2kUkXpCs,Rocket Gang | Official Trailer | Bosco Martis | Aditya Seal | Nikita Dutta | Releasing on 11.11.22,Zee Studios,2022-10-14,5858962,14639,0,0,,,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Shaadi Teri Bajayenge Hum Band,2018,Hindi,0.12,Rangrezza Films,23-03-2018,Comedy,Gurpreet Sondh,135,Eua_7ybb21E,Shaadi Teri Bajayenge Hum Band (HD) - Rahul Bagga - Rajpal Yadav - Bollywood Comedy Movie,Shemaroo Movies,2021-05-16,2725042,22511,311,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
The Final Exit,2017,Hindi,0.1,Mars Entertainment,22-09-2017,"Drama, Horror",Dhwanil Mehta,119,Hux3uEsesEc,The Last Exit | Official Trailer |  Tubi Original,Tubi,2023-11-14,83156,278,44,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Badhaai Do,2022,Hindi,1.65,"Junglee Pictures, Zee Studios",11-02-2022,"Romance, Comedy",Harshavardhan Kulkarni,147,Jdr2VkaueOY,"Badhaai Do Official Trailer | Rajkummar R, Bhumi P | Harshavardhan Kulkarni | In Cinemas 11th Feb",Netflix new movies,2022-02-16,45,5,0,0,,,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Kill,2024,Hindi,1.35,"Dharma Productions, Sikhya Entertainment, LionsGate Entertainment, Roadside Attractions",05-07-2024,"Action, Thriller",Nikhil Nagesh Bhat,106,cVyNeDYu9Kk,"Kill (2024) Official Teaser Trailer -  Lakshya, Tanya Maniktala, Raghav Juyal",Lionsgate Movies,2024-04-04,12195907,86732,3677,41,0.1599,0.3612,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
Dil Juunglee,2018,Hindi,0.35,Pooja Entertainment India Ltd.,09-03-2018,Comedy,Aleya Sen,124,HEa-e1zVv7M,Bandeya | Dil Juunglee | Taapsee P | Saqib S | Shaarib & Toshi | Arijit Singh,Sony Music India,2018-02-22,7496098,164395,2525,50,0.5583,0.6762,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Hamare Baarah,2024,Hindi,0.17,"Radhika Films, Newtech Media Entertainment",21-06-2024,"Social, Drama",Kamal Chandra,148,hFgkiym1hDw,Hamare Baarah Trailer | Hamare Baarah | Hamare Baarah Movie | Hamare Baarah Movie Trailer |Hamare 12,Vikram liftz,2024-06-20,129523,1491,368,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Baadshaho,2017,Hindi,12.6,"T-Series Super Cassettes Industries Ltd., Milan Luthria Films Pvt Ltd, Vertex Motion Pictures Pvt. Ltd",01-09-2017,"Action, Thriller",Milan Luthria,136,4nBU02Fv02s,"Baadshaho (Full Movie): Ajay Devgn | Emraan Hashmi | Ileana D'Cruz, Vidyut Jammwal, Esha Gupta",T-Series,2024-09-28,21924791,226501,3837,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Pink,2016,Hindi,4.32,"Rising Sun Films Production, Rashmi Sharma Films",16-09-2016,"Social, Drama",Aniruddha Roy Chowdhury,136,DU3MAeDaZls,P!NK - All I Know So Far (Film Trailer),PinkVEVO,2021-05-11,609573,17814,949,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Bhanwarey,2017,Hindi,0.001,"Screenshot Media & Entertainment, Sudha Creations",24-03-2017,"Comedy, Drama",Shaurya Singh,120,XaJQxQo--tU,"Bhanwarey I Trailer I Shaurya Singh, Karhan Dev, Jashan Singh, Priyanka Shukla I Mannan Music 2017",Mannan Music Entertainment II,2017-03-03,351869,1231,15,8,0.5794,0.78735,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Dhak Dhak,2023,Hindi,0.8,"Viacom 18 Motion Pictures, Outsider Flims Productions, BLM Pictures",13-10-2023,"Adventure, Drama",Tarun Dudeja,140,2MFMwvJd12k,DHADAK 2 - OFFICIAL TRAILER | Siddhant Chaturvedi | Triptii Dimri | Shazia Iqbal | In Cinemas 1stAug,Zee Studios,2025-07-11,25630094,152419,8821,0,,,7.208999999999999,30.236879653234688,8.663776988636364,15.630749131525878
Gurgaon,2017,Hindi,0.46,"M R Filmworks, Hashstag Film Studios, Jar Pictures",04-08-2017,"Drama, Crime",Shankar Raman,107,2GK2g0DhDJ8,JINN - Official Trailer | Alia Bhatt | New Movie Trailer | New Trailers | Trailers 2025,Phantom PicturesÃ¢ÂÂ¢,2025-10-24,359308,3721,108,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Battalion 609,2019,Hindi,0.01,"N.J. Lalwani Films, BIG Curtains Media Pvt. Ltd",11-01-2019,"Action, Drama",Brijesh Batuknath Tripathi,142,O1VXgmIFukA,Battalion 609 (2019) | Shoaib Ibrahim | Shrikant Kamat | Vicky Ahija | Action Movie,Shemaroo,2020-05-22,28027428,217574,4861,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
A Gentleman,2017,Hindi,4.04,Fox Star Studios,25-08-2017,"Action, Thriller","Krishna DK, Raj Nidimoru",132,IMXifj-peiQ,"A GENTLEMAN - Sundar, Susheel, Risky | Official Trailer | Sidharth | Jacqueline | Raj & DK",Star Studios,2017-07-10,18258324,128347,5914,50,0.5966,0.7177,10.703333333333335,50.0855417531664,8.663776988636364,15.630749131525878
Article 15,2019,Hindi,5.02,"Benaras Media Works Production, Zee Studios",28-06-2019,"Thriller, Crime, Drama, Social",Anubhav Sinha,130,rV_LktjMcUI,Article 15 - Trailer | Ayushmann Khurrana | Anubhav Sinha | Releasing on 28June2019,Benaras Media Works,2019-07-24,733374,10680,363,0,,,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Jaat,2025,Hindi,9.62,"Mythri Movie Makers, People Media Factory",10-04-2025,"Action, Drama",Gopichand Malineni,153,GUYg6TmOZmU,JAAT - Theme Song | Sunny Deol | Thaman S | Amrit Maan | Gopichandh Malineni,Zee Music Company,2025-04-08,25722545,262071,12848,50,0.4174,0.58815,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Bachchhan Paandey,2022,Hindi,13.25,"Nadiadwala Grandson Entertainment, Zee Studios",18-03-2022,"Action, Comedy",Farhad Samji,149,QkPxhZO-0hc,"Heer Raanjhana (Full Video) Bachchhan Paandey | Akshay, Jacqueline Arijit, Shreya, Amaal M, Farhad S",T-Series,2022-03-27,9394676,124861,1148,0,,,11.320843333333334,53.59314854511398,15.186666666666667,30.7832281544001
